"total_cup_points","species","country_of_origin","region","harvest_year","grading_date","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","color"
83.08,"Arabica","Costa Rica","central valley","2014","July 15th, 2014",7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,"Green"
83.08,"Arabica","United States (Hawaii)","kona","2013","February 19th, 2014",7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,"Bluish-Green"
83.08,"Arabica","United States (Hawaii)","kona","2012","March 8th, 2013",7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,"Bluish-Green"
83.08,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,"Green"
83,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,"Green"
83,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.5,7.58,7.58,7.67,7.58,7.5,10,10,10,7.58,"Green"
83,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.5,7.67,7.58,7.67,7.58,7.42,10,10,10,7.58,"Bluish-Green"
83,"Arabica","Uganda","kasese, mt. rwenzori","2015","July 18th, 2016",7.67,7.58,7.42,7.42,7.83,7.5,10,10,10,7.58,"Green"
83,"Arabica","Uganda","kasese, mt. rwenzori","2015","July 18th, 2016",7.67,7.67,7.5,7.58,7.42,7.5,10,10,10,7.67,"Green"
83,"Arabica","Colombia","huila","2016","February 11th, 2016",7.67,7.67,7.33,7.67,7.5,7.58,10,10,10,7.58,"Green"
83,"Arabica","Vietnam","vietnam cau dat","2014","December 28th, 2015",7.75,7.67,7.58,7.58,7.42,7.67,9.33,10,10,8,"Green"
83,"Arabica","Guatemala","nuevo oriente","2015","July 8th, 2015",7.67,7.75,7.33,7.92,7.42,7.5,10,10,10,7.42,"Green"
83,"Arabica","Guatemala","el tumbador, san marcos","2015","June 5th, 2015",7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,"Green"
83,"Arabica","Guatemala","antigua","2015","April 23rd, 2015",7.83,7.67,7.25,7.67,7.75,7.5,10,10,10,7.33,"Green"
83,"Arabica","Brazil","high mogiana","2014","February 13th, 2015",7.67,7.67,7.67,7.5,7.42,7.5,10,10,10,7.58,"Green"
83,"Arabica","Taiwan","嘉義阿里山","2014","November 23rd, 2014",7.92,7.92,7.83,7.58,7.33,7.25,10,10,10,7.17,"Green"
83,"Arabica","Uganda","kapchorwa","2013","June 26th, 2014",7.83,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,"Green"
83,"Arabica","United States (Puerto Rico)","yauco region","2013","June 9th, 2014",7.67,7.5,7.67,7.83,7.75,7.83,10,10,9.33,7.42,"Bluish-Green"
83,"Arabica","Guatemala","antigua","2014","March 7th, 2014",7.67,7.67,7.42,7.83,7.5,7.5,10,10,10,7.42,"Green"
83,"Arabica","Costa Rica","central valley","2013","February 14th, 2014",7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7.67,"Green"
83,"Arabica","Brazil","sul de minas","2013/2014","January 2nd, 2014",7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,"Bluish-Green"
83,"Arabica","Colombia","huila","2013","November 7th, 2013",7.75,7.42,7.33,7.5,7.58,7.17,10,10,10,8.25,"Green"
83,"Arabica","Colombia","huila","2013","August 2nd, 2013",7.83,7.5,7.58,7.33,7.5,7.67,10,10,10,7.58,"Green"
83,"Arabica","Colombia","pitalito","2013","March 15th, 2013",7.33,7.67,7.75,7.42,7.75,7.58,10,10,10,7.5,"Green"
83,"Arabica","Colombia","pitalito","2013","April 26th, 2013",7.58,7.75,7.42,7.67,7.58,7.42,10,10,10,7.58,"Green"
83,"Arabica","Colombia","huila","2012","October 23rd, 2012",7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,"Green"
83,"Arabica","Mexico","coatepec","2012","July 26th, 2012",7.67,7.58,7.42,7.5,7.67,7.58,10,10,10,7.58,"Green"
83,"Arabica","Mexico","atoyac de alvarez","2012","July 26th, 2012",7.67,7.83,7.5,7.58,7.58,7.67,9.33,10,10,7.83,"Green"
83,"Arabica","Mexico","coatepec","2012","July 11th, 2012",7.5,7.67,7.5,7.5,7.58,7.58,10,10,10,7.67,"Green"
83,"Arabica","Colombia","huila","2012","May 11th, 2012",7.75,7.58,7.5,7.67,7.83,7.75,9.33,10,10,7.58,"Green"
83,"Arabica","Colombia","huila","2012","June 8th, 2012",7.67,7.58,7.58,7.58,7.67,7.42,10,10,10,7.5,"Green"
83,"Arabica","Guatemala","la reforma, san marcos","2012","April 27th, 2012",7.5,7.67,7.5,7.67,7.5,7.83,10,10,10,7.33,"Green"
83,"Arabica","Colombia","la plata","2011","December 2nd, 2011",7.67,7.67,7.58,7.5,7.67,7.42,10,10,10,7.5,"Bluish-Green"
82.92,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.67,7.58,7.5,7.58,7.58,7.5,10,10,10,7.5,"Green"
82.92,"Arabica","El Salvador","apaneca","2017","August 28th, 2017",7.5,7.5,7.75,7.58,7.92,7.83,10,10,9.33,7.5,"Green"
82.92,"Arabica","Colombia","guayata","2017","July 7th, 2017",7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,"Green"
82.92,"Arabica","Taiwan","dongshan dist., tainan city 臺南市東山區","2016","June 28th, 2016",7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,"Green"
82.92,"Arabica","Ethiopia","blida,kercha,guji,oromia","2016","February 26th, 2016",7.58,7.58,7.5,7.5,7.58,7.58,10,10,10,7.58,"Bluish-Green"
82.92,"Arabica","Taiwan","台東太麻里","2014","September 7th, 2015",7.5,7.58,7.67,7.33,7.5,7.75,10,10,10,7.58,"Green"
82.92,"Arabica","Philippines","bukidnon, mindanao, philppines","2015","July 31st, 2015",7.58,7.58,7.67,7.58,7.5,7.5,10,10,10,7.5,"Blue-Green"
82.92,"Arabica","Philippines","asia pacific","2014","July 21st, 2015",8.08,7.5,7.67,7.42,7.33,7.5,10,10,10,7.42,"Bluish-Green"
82.92,"Arabica","Mexico","cuarenteño","2015","July 14th, 2015",7.83,7.67,7.25,7.58,7.5,7.5,10,10,10,7.58,"Blue-Green"
82.92,"Arabica","Mexico","chiapas","2015","June 11th, 2015",7.75,7.67,7.42,7.42,7.75,7.5,10,10,10,7.42,"Bluish-Green"
82.92,"Arabica","Brazil","cerrado","2014/2015","August 15th, 2014",7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,"Green"
82.92,"Arabica","Uganda","eastern","2013","June 27th, 2014",8,7.5,7.5,7.58,7.33,7.42,10,10,10,7.58,"Green"
82.92,"Arabica","Uganda","west nile","2013","June 27th, 2014",7.75,7.58,7.58,7.5,7.5,7.5,10,10,10,7.5,"Green"
82.92,"Arabica","Guatemala","antigua","2014","April 3rd, 2014",7.75,7.5,7.42,7.58,7.67,7.5,10,10,10,7.5,"Green"
82.92,"Arabica","Guatemala","antigua","2014","March 7th, 2014",7.67,7.83,7.42,7.5,7.33,7.5,10,10,10,7.67,"Green"
82.92,"Arabica","Guatemala",NA,"2012","December 27th, 2013",7.58,7.58,7.25,7.58,7.58,7.58,10,10,10,7.75,"Green"
82.92,"Arabica","Colombia","huila","2013","September 13th, 2013",7.58,7.5,7.75,7.33,7.58,7.58,10,10,10,7.58,"Green"
82.92,"Arabica","Colombia","huila","2013","March 20th, 2013",7.75,7.5,7.25,7.5,7.75,7.5,10,10,10,7.67,"Bluish-Green"
82.92,"Arabica","Guatemala","huehuetenango","2013","March 11th, 2013",7.83,7.75,7.25,7.92,7.5,7.17,10,10,10,7.5,"Green"
82.92,"Arabica","Colombia","antioquia","2013","January 22nd, 2013",7.83,7.67,7.42,7.42,7.5,7.58,10,10,10,7.5,"Green"
82.92,"Arabica","Mexico","petatlan","2012","July 26th, 2012",7.58,7.58,7.33,7.25,7.58,7.75,10,10,10,7.83,"Green"
82.92,"Arabica","Vietnam","don duong","2012","July 20th, 2012",7.67,7.33,7.17,7.58,8.08,7.42,10,10,10,7.67,"None"
82.92,"Arabica","Mexico","la cumbre","2012","March 5th, 2012",8,7.92,7.67,7.17,7.67,7.42,9.33,10,10,7.75,"Green"
82.92,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,"Green"
82.83,"Arabica","Kenya","nyeri","2017","October 13th, 2017",7.75,7.58,7.42,7.58,7.5,7.5,10,10,10,7.5,"Green"
82.83,"Arabica","Guatemala","san marcos","2017","June 22nd, 2017",7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,"Green"
82.83,"Arabica","Brazil","south of minas","2015","February 6th, 2017",7.67,7.58,7.58,7.5,7.5,7.42,10,10,10,7.58,"Bluish-Green"
82.83,"Arabica","El Salvador","el balsamo, quezaltepec","2016","April 8th, 2016",7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,"Green"
82.83,"Arabica","Rwanda","gicumbi","2015","March 25th, 2016",7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,"Bluish-Green"
82.83,"Arabica","Vietnam","vietnam tutra","2014","January 19th, 2016",7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,"Green"
82.83,"Arabica","Guatemala","oriente","2015","July 20th, 2015",7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,"Green"
82.83,"Arabica","Brazil","cerrado","2015","May 26th, 2015",7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,"Green"
82.83,"Arabica","Guatemala","antigua","2014","March 24th, 2014",7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,"Green"
82.83,"Arabica","Colombia","santander","2013","January 20th, 2014",7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,"Green"
82.83,"Arabica","Colombia","huila","2013","May 10th, 2013",7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,"Green"
82.83,"Arabica","Tanzania, United Republic Of","arusha","2012","April 19th, 2013",7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,"Green"
82.83,"Arabica","Mexico","la concordia","2012","August 30th, 2012",7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,"Green"
82.83,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,"Blue-Green"
82.83,"Arabica","Guatemala","oriente","2012","July 9th, 2012",7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,"Green"
82.75,"Arabica","Guatemala","santa rosa",NA,"January 9th, 2018",7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,"Green"
82.75,"Arabica","Guatemala","santa rosa","2017","October 17th, 2017",7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,"Green"
82.75,"Arabica","Guatemala","san marcos","2017","September 19th, 2017",7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,"Green"
82.75,"Arabica","Guatemala","santa rosa","2017","September 8th, 2017",7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,"Green"
82.75,"Arabica","Guatemala","oriente","2017","August 22nd, 2017",7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,"Green"
82.75,"Arabica","Indonesia","sapan toraja","2017","August 8th, 2017",7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,"Blue-Green"
82.75,"Arabica","Guatemala","el progreso","2017","June 1st, 2017",7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,"Green"
82.75,"Arabica","Taiwan","台南市東山區( dongshan dist., tainan city)","2016","June 1st, 2017",7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,"Green"
82.75,"Arabica","Costa Rica","tarrazu","2016","April 28th, 2017",7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,"Bluish-Green"
82.75,"Arabica","Honduras","comayagua","2017","April 6th, 2017",7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,"Green"
82.75,"Arabica","Brazil","south of minas","2015","April 25th, 2016",7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,"Bluish-Green"
82.75,"Arabica","China","yunnan","2015","April 6th, 2016",7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,"Green"
82.75,"Arabica","China","menglian","2015","April 5th, 2016",7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,"Green"
82.75,"Arabica","Colombia","huila","2014","November 7th, 2014",7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,"Blue-Green"
82.75,"Arabica","Malawi","mzuzu","2014","November 4th, 2014",7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,"Bluish-Green"
82.75,"Arabica","Guatemala","jalapa","2014","June 16th, 2014",7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,"Green"
82.75,"Arabica","Colombia","huila","2014","May 27th, 2014",7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,"Green"
82.75,"Arabica","United States (Hawaii)","kona","2013","February 5th, 2014",7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,"Blue-Green"
82.75,"Arabica","United States (Hawaii)","kona","2013","February 4th, 2014",7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,"Green"
82.75,"Arabica","Colombia","antioquia","2013","January 21st, 2014",7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,"Green"
82.75,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,"Green"
82.75,"Arabica","Colombia","south huila","2012","April 11th, 2012",7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,"Blue-Green"
82.75,"Arabica","Colombia","huila","2012","March 5th, 2012",7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,"Green"
82.75,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,"Green"
82.75,"Arabica","Panama","boquete","2012","February 23rd, 2012",7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,"Green"
82.67,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,"Green"
82.67,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,"Bluish-Green"
82.67,"Arabica","Laos","paksong,laos","2015","June 2nd, 2016",7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,"Bluish-Green"
82.67,"Arabica","El Salvador","el balsamo, quezaltepec","2016","March 29th, 2016",7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,"Green"
82.67,"Arabica","Mexico","veracruz","2016","February 25th, 2016",7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,"Green"
82.67,"Arabica","Colombia","huila","2015","November 3rd, 2015",7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,"Green"
82.67,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,"Green"
82.67,"Arabica","Tanzania, United Republic Of","karatu arusha","2014","December 18th, 2014",7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,"Green"
82.67,"Arabica","Tanzania, United Republic Of","mbinga","2014","December 15th, 2014",7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,"Green"
82.67,"Arabica","Taiwan","嘉義阿里山","2014","November 23rd, 2014",8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,"Green"
82.67,"Arabica","Mexico","la yerba","2014","August 15th, 2014",7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,"Green"
82.67,"Arabica","Uganda","mt elgon","2013","June 25th, 2014",7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,"Green"
82.67,"Arabica","Taiwan","chiayi alishan 嘉義縣阿里山鄉","2013/2014","December 26th, 2013",7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,"Green"
82.67,"Arabica","Thailand","phahi","2013","September 3rd, 2013",7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,"Bluish-Green"
82.67,"Arabica","Colombia","huila","2012","January 22nd, 2013",7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,"Bluish-Green"
82.67,"Arabica","El Salvador",NA,"2012","August 17th, 2012",7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,"None"
82.67,"Arabica","Guatemala","antigua","2012","July 17th, 2012",7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,"Green"
82.67,"Arabica","Thailand","thailand","2012","June 13th, 2012",7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,"Bluish-Green"
82.67,"Arabica","Colombia","52 narino (exact location: mattituy; municipal region: florida code 381","Spring 2011 in Colombia.","November 16th, 2011",7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,"Green"
82.58,"Arabica","Guatemala","oriente","2017","September 8th, 2017",7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,"Green"
82.58,"Arabica","Taiwan","國姓鄉 guoshing township","2016","August 22nd, 2017",7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,"Green"
82.58,"Arabica","Brazil","south of minas","2016","April 19th, 2017",7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,"Green"
82.58,"Arabica","Taiwan","changhua baguashan 彰化市八卦山","2016 / 2017","February 13th, 2017",7.25,7.25,7,7.08,7,7,10,10,10,10,"Blue-Green"
82.58,"Arabica","Brazil","campos altos - cerrado","2016","December 28th, 2015",7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,"Green"
82.58,"Arabica","Indonesia","aceh","2015","September 15th, 2015",7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,"Blue-Green"
82.58,"Arabica","Thailand","thailand","2014","June 9th, 2015",7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,"Green"
82.58,"Arabica","Thailand","chiangrai","2014","February 15th, 2015",7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,"Blue-Green"
82.58,"Arabica","Uganda","eastern","2013","June 30th, 2014",7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,"Green"
82.58,"Arabica","Costa Rica","central valley","2013","May 9th, 2014",7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,"Green"
82.58,"Arabica","Mexico","veracruz","2014","April 18th, 2014",7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,"Green"
82.58,"Arabica","Guatemala",NA,"2012","December 10th, 2013",7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,"Blue-Green"
82.58,"Arabica","Colombia","huila","2013","April 16th, 2013",7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,"Blue-Green"
82.58,"Arabica","Colombia","huila","2013","February 27th, 2013",7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,"Green"
82.58,"Arabica","Mexico","oaxaca","2012","September 4th, 2012",7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,"Green"
82.58,"Arabica","Mexico","colima","2012","July 2nd, 2012",7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,"Green"
82.58,"Arabica","Colombia","huila","2012","June 13th, 2012",7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,"Green"
82.5,"Arabica","Brazil","south of minas","2017 / 2018","October 20th, 2017",7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,"Green"
82.5,"Arabica","Indonesia","bali","2017","September 4th, 2017",7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,"Green"
82.5,"Arabica","Honduras","comayagua","2017","June 3rd, 2017",7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,"Green"
82.5,"Arabica","Guatemala","oriente","2016","March 16th, 2016",7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,"Green"
82.5,"Arabica","Thailand","thailand","2014","June 9th, 2015",7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,"Green"
82.5,"Arabica","Tanzania, United Republic Of","karatu arusha","2014","December 18th, 2014",7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,"Green"
82.5,"Arabica","Tanzania, United Republic Of","moshi","2014","December 12th, 2014",7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,"Bluish-Green"
82.5,"Arabica","Mexico","chiapas","2013","April 14th, 2014",7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,"Green"
82.5,"Arabica","Brazil","south of minas","2013/2014","January 14th, 2014",7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,"Bluish-Green"
82.5,"Arabica","Guatemala","oriente","2013","May 30th, 2013",7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,"Green"
82.5,"Arabica","Colombia","huila","2013","May 7th, 2013",7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,"Green"
82.5,"Arabica","Guatemala","oriente","2013","February 26th, 2013",7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,"Green"
82.5,"Arabica","Mexico","san bartolo tutotepec","2012","September 27th, 2012",7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,"None"
82.5,"Arabica","Mexico","zapotitlan de mendez","2012","July 26th, 2012",7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,"Green"
82.5,"Arabica","Guatemala","oriente","2012","March 26th, 2012",7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,"Green"
82.5,"Arabica","Brazil","carmo de minas","2012","March 16th, 2012",7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,"Blue-Green"
82.5,"Arabica","Colombia","huila","2012","March 5th, 2012",7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,"Green"
82.5,"Arabica","United States (Hawaii)","kona","2012","February 23rd, 2012",7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,"Green"
82.42,"Arabica","Honduras","comayagua, honduras","2017","September 27th, 2017",7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,"Green"
82.42,"Arabica","Guatemala","san marcos","2017","September 8th, 2017",7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,"Green"
82.42,"Arabica","Guatemala","san marcos","2016","June 1st, 2017",7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,"Green"
82.42,"Arabica","Guatemala","el progreso","2017","June 1st, 2017",7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,"Green"
82.42,"Arabica","Guatemala","santa rosa","2017","January 20th, 2017",7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,"Green"
82.42,"Arabica","Colombia","guayata","2016","August 5th, 2016",5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,"Green"
82.42,"Arabica","China","yunnan","2015","April 6th, 2016",7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,"Green"
82.42,"Arabica","Brazil","campos altos - cerrado","2016","January 12th, 2016",7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,"Green"
82.42,"Arabica","Tanzania, United Republic Of","arusha meru","2015/2016","November 16th, 2015",7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,"Green"
82.42,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,"Green"
82.42,"Arabica","Guatemala","atitlan","2013","December 18th, 2014",7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,"Green"
82.42,"Arabica","Mexico","la yerba","2014","August 14th, 2014",7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,"Green"
82.42,"Arabica","Brazil","south of minas","2012","May 8th, 2014",7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,"Blue-Green"
82.42,"Arabica","Peru","peru","2013","January 21st, 2014",7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,"Green"
82.42,"Arabica","Brazil","south of minas","2013/2014","December 30th, 2013",7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,"Green"
82.42,"Arabica","Mexico","veracruz","2013","December 12th, 2013",7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,"Green"
82.42,"Arabica","Honduras",NA,"2012","December 10th, 2013",7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,"None"
82.42,"Arabica","Colombia","huila","2013","May 31st, 2013",7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,"Green"
82.42,"Arabica","Mexico","chiapas","2013","March 29th, 2013",7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,"Green"
82.42,"Arabica","Mexico","san pedro cotzilnam","2012","September 11th, 2012",7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,"Green"
82.42,"Arabica","Mexico","coatepec","2012","September 10th, 2012",7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,"Green"
82.42,"Arabica","Mexico","xalapa","2012","August 31st, 2012",7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,"Green"
82.42,"Arabica","Mexico","zihuatanejo de azueta","2012","July 25th, 2012",7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,"Green"
82.42,"Arabica","Mexico","veracruz","2012","July 11th, 2012",7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,"Green"
82.42,"Arabica","Mexico","xicotepec de juarez","2012","July 3rd, 2012",7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,"Green"
82.42,"Arabica","Mexico","fln mirador","2012","April 9th, 2012",7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,"Bluish-Green"
82.42,"Arabica","Brazil","south of minas","2012","January 23rd, 2012",7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,"Blue-Green"
82.42,"Arabica","Colombia","huila","2011","December 22nd, 2011",7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,"Green"
82.33,"Arabica","Honduras","comayagua","2017","April 6th, 2017",7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,"Green"
82.33,"Arabica","Brazil","cerrado","2016","February 9th, 2017",7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,"Green"
82.33,"Arabica","Brazil","cerrado","2016 / 2017","October 13th, 2016",7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,"Green"
82.33,"Arabica","Brazil","south of minas","2016","August 16th, 2016",7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,"Bluish-Green"
82.33,"Arabica","Costa Rica","tarrazu","2015","July 15th, 2016",7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,"Bluish-Green"
82.33,"Arabica","Costa Rica","tarrazu","2015","May 17th, 2016",7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,"Green"
82.33,"Arabica","China","xishuangbanna prefecture","2015","April 5th, 2016",7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,"Green"
82.33,"Arabica","Brazil","south of minas","2015/2016","October 8th, 2015",8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,"Green"
82.33,"Arabica","Brazil","chapadão de ferro (cerrado mineiro)","2015","April 20th, 2015",7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,"Green"
